"Entry ID","Lemma ID","Batch","List","Item","English Word Frequency","Frequency","Frequency SD","Frequency Z","Frequency N","Frequency (Native)","Frequency Sd (Native)","Frequency Z (Native)","Frequency N (Native)","Frequency (Nonnative)","Frequency SD (Nonnative)","Frequency N (Nonnative)","Frequency Z (Nonnative)","Dominant English Translation","Sign Unknown (%)","English Translation Agreement (%)","Unknown To Participant (%) (Native)","English Name Agreement (%) (Native)","Unknown To Participant (%) (Nonnative)","English Name Agreement (%) (Nonnative)","Non-Signer Iconicity","Non-Signer Iconicity SD","Non-Signer Iconicity Z","Non-Signer Iconicity N","Non-Signer Iconicity SD","Iconicity Type","Deaf Signer Iconicity","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity N","Deaf Signer Iconicity Z","Deaf Signer Iconicity (Native)","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity Z (Native)","Deaf Signer Iconicity N (Native)","English Translation Agreement","Guess accuracy","Transparency","Transparency SD","Transparency Z","Lexical Class","Sign Onset (ms)","Sign Offset (ms)","Duration (ms)","Video Length (ms)","In CDI","CDI Semantic Category","Initialized Sign","Fingerspelled Loan Sign","Compound","Number Of Morphemes","Handshape","Selected Fingers","Flexion","Flexion Change","Spread Change","Thumb Position","Thumb Contact","Sign Type","Path Movement","Repeated Movement","Major Location","Minor Location","Second Minor Location","Contact","Nondominant Handshape","Wrist Twist","Handshape M2","Selected Fingers M2","Flexion M2","Flexion Change M2","Spread M2","Spread Change M2","Thumb Position M2","Thumb Contact M2","Sign Type M2","Movement M2","Repeated Movement M2","Major Location M2","Minor Location M2","Second Minor Location M2","Contact M2","Nondominant Handshape M2","Wrist Twist M2","Handshape M3","Selected Fingers M3","Flexion M3","Flexion Change M3","Spread M3","Spread Change M3","Thumb Position M3","Thumb Contact M3","Signtype M3","Movement M3","Repeated Movement M3","Major Location M3","Minor Location M3","Second Minor Location M3","Contact M3","Nondominant Handshape M3","Wrist Twist M3","Handshape M4","Selected Fingers M4","Flexion M4","Flexion Change M4","Spread M4","Spread Change M4","Thumb Position M4","Thumb Contact M4","Sign Type M4","Movement M4","Repeated Movement M4","Major Location M4","Minor Location M4","Second Minor Location M4","Contact M4","Nondominant Handshape M4","Wrist Twist M4","Handshape M5","Selected Fingers M5","Flexion M5","Flexion Change M5","Spread M5","Spread Change M5","Thumb Position M5","Thumb Contact M5","Signtype M5","Movement M5","Repeated Movement M5","Major Location M5","Minor Location M5","Second Minor Location M5","Contact M5","Nondominant Handshape M5","Wrist Twist M5","Handshape M6","Selected Fingers M6","Flexion M6","Flexion Change M6","Spread M6","Spread Change M6","Thumb Position M6","Thumb Contact M6","Sign Type M6","Movement M6","Repeated Movement M6","Major Location M6","Minor Location M6","Second Minor Location M6","Contact M6","Nondominant Handshape M6","Wrist Twist M6","Sign Type Frequency","Major Location Frequency","Minor Location Frequency","Second Minor Location Frequency","Movement Frequency","Selected Fingers Frequency","Flexion Frequency","Flexion Change Frequency","Repeated Movement Frequency","Contact Frequency","Spread Frequency","Spread Change Frequency","Thumb Contact Frequency","Thumb Position Frequency","Ulnar Rotatio Nfrequency","Phonotactic Probability","Parameter Neighborhood Density","Neighborhood Density","SignBank Reference ID","Age Of Acquisition","Age Of Acquisition (Empirical)"
"addict","addict","H","2","73","2.438","4.25","1.378","0.101","28","4.571","1.222","0.279","14","3.929","1.492","14","-0.078","addict","null","0.75","null","0.786","null","0.714","2.391","1.158","-0.329","23","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Noun","534","1368","834","1902","No","null","null","null","null","1","bent_1","i","Bent","null","null","Closed","null","One Handed","Straight","null","Head","Mouth","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.266","0.046","null","0.457","0.261","0.099","0.791","0.554","0.622","null","null","0.684","0.343","0.836","-0.081","342","2","2050","null","null"
"address","address","D","1","16","3.426","4.889","1.476","0.41","27","5.125","1.408","0.528","16","4.545","1.572","11","0.239","null","null","null","null","null","null","null","1.486","0.804","-0.728","37","null","Arbitrary","1.39","0.57","26","-0.87","1.44","0.62","-0.8","18","null","null","null","null","null","Noun","667","1568","901","2102","No","null","1","null","null","1","a","t","null","null","null","Open","null","Symmetrical Or Alternating","Straight","null","Body","Torso Mid","Torso Top","1","a","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.094","0.006","0.011","0.457","0.057","null","null","0.554","0.622","null","null","null","0.657","0.836","-0.647","192","5","1642","null","null"
"admire","admire","J","3","49","2.859","4.483","1.326","0.208","29","4.333","1.496","0.07","15","4.643","1.151","14","0.356","null","null","null","null","null","null","null","1.652","1.152","-0.558","23","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Verb","400","1268","868","1835","No","null","null","null","null","1","flat_v","im","Flat","1","null","Closed","null","Symmetrical Or Alternating","Curved","null","Neutral","Neutral","Neutral","null","flat_v","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.363","0.363","0.426","0.233","0.14","0.162","0.209","0.554","0.378","0.398","0.878","0.684","0.343","0.836","0.099","248","null","777","null","null"
"admit","admit","J","2","62","3.48","4.633","1.45","0.306","30","4.867","1.246","0.348","15","4.4","1.639","15","0.264","null","null","null","null","null","null","null","3.84","1.248","0.357","25","admit (confess)","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Verb","567","1401","834","1835","No","null","null","null","null","1","open_b","imrp","Fully Open","null","null","Open","null","One Handed","Curved","null","Body","Torso Mid","Body Away","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.094","0.006","0.045","0.233","0.449","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.657","0.836","0.344","168","4","1970","null","null"
"adopt","adopt","J","3","14","2.378","4.414","1.701","0.149","29","4.133","1.642","-0.053","15","4.714","1.773","14","0.366","null","null","null","null","null","null","null","1.435","0.59","-0.697","23","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Verb","334","1201","868","1802","No","null","null","null","null","1","flatspread_5","imrp","Flat","1","1","Open","1","Symmetrical Or Alternating","Straight","null","Neutral","Neutral","Neutral","null","flatspread_5","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.363","0.363","0.426","0.457","0.449","0.162","0.209","0.554","0.378","0.398","0.122","0.316","0.657","0.836","0.234","466","1","751","null","null"
"adult","adult","C","3","8","2.863","4.6","1.276","0.177","30","4.778","1.215","0.172","18","4.333","1.371","12","0.184","null","null","null","null","null","null","null","2.229","1.416","-0.354","35","null","Arbitrary","3.2","1.85","30","0.19","3.43","1.91","0.28","21","null","null","null","null","null","Noun","1034","1835","801","2936","No","null","null","null","null","1","flat_b","imrp","Flat","null","null","Open","null","Symmetrical Or Alternating","Circular","1","Head","Head Away","Head Away","null","flat_b","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.266","0.066","0.178","0.076","0.449","0.162","0.791","0.446","0.378","0.602","0.878","0.684","0.657","0.836","0.07","70","2","null","null","null"
"advantage","advantage","H","3","59","3.052","4.714","1.301","0.37","28","4.714","1.326","0.38","14","4.714","1.326","14","0.36","null","null","null","null","null","null","null","1.375","1.013","-0.856","24","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Adjective","467","1068","601","1602","No","null","null","null","null","1","open_8","m","Flat","null","null","Open","null","Asymmetrical Different Handshape","Straight","null","Hand","Palm","Hand Away","1","B","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.175","0.25","0.077","0.155","0.457","0.045","0.162","0.791","0.554","0.622","null","null","0.684","0.657","0.836","-0.076","370","7","2052","null","null"
"advertise","advertise","J","3","15","1.929","4.207","1.59","0.045","29","4.2","1.474","-0.049","15","4.214","1.762","14","0.145","null","null","null","null","null","null","null","1.913","0.996","-0.451","23","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Verb","601","1568","968","2102","No","null","null","null","null","1","s","imrp","Fully Closed","1","1","Closed","1","Asymmetrical Same Handshape","Straight","1","Hand","Finger Ulnar","Hand Away","1","s","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.059","0.25","0.007","0.155","0.457","0.449","0.067","0.209","0.446","0.622","null","0.122","0.316","0.343","0.836","-0.553","422","null","2053","null","null"
"africa","africa","A","2","82","2.981","3.667","1.617","-0.092","27","3.923","1.605","0.051","13","3.429","1.651","14","-0.224","null","null","null","null","null","null","null","2.1","1.768","-0.442","30","null","Arbitrary","2.26","1.61","31","-0.51","2.32","1.7","-0.42","19","null","null","null","null","null","Noun","1068","2069","1001","3136","No","null","1","null","null","1","flat_o","imrp","Flat","1","1","Open","1","One Handed","Curved","null","Neutral","Neutral","Neutral","null","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.363","0.363","0.426","0.233","0.449","0.162","0.209","0.554","0.378","0.602","0.122","0.316","0.657","0.164","0.039","258","null","846","null","null"
"after","after","B","2","30","4.542","3.88","1.509","-0.432","25","3.786","1.477","-0.482","14","4","1.612","11","-0.369","null","null","null","null","null","null","null","3.2","1.562","0.212","30","null","Arbitrary","3.03","1.99","31","0.06","3.18","1.94","0.16","22","1.28","null","4.05","1.88","0.37","Minor","534","1034","501","1702","Yes","Signs About Time","null","null","null","1","open_b","imrp","Fully Open","null","null","Open","null","Asymmetrical Same Handshape","Curved","null","Hand","Finger Radial","Finger Back","null","open_b","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.059","0.25","0.035","0.01","0.233","0.449","0.409","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.164","-0.055","266","1","1971","48","35"
"afternoon","afternoon","J","1","40","3.669","5.8","1.4","0.942","30","5.867","1.642","0.908","15","5.733","1.163","15","0.976","null","null","null","null","null","null","null","1.458","1.021","-0.768","24","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Noun","567","1335","767","1802","No","null","null","null","null","1","closed_b","imrp","Fully Open","null","null","Closed","null","One Handed","None","1","Neutral","Neutral","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.363","0.363","null","0.153","0.449","0.409","0.791","0.446","0.378","0.602","0.878","0.684","0.343","0.836","0.237","146","2","6","null","null"
